Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Short Title,Language,Rights,Library Catalog,Extra,Link Attachments,Manual Tags,Modality,Tumor Type,Tumor_Type
H83QYB4Z,journalArticle,2019,"Skalina, Karin A; Singh, Saurabh; Chavez, Claudia Gutierrez; Macian, Fernando; Guha, Chandan",Low Intensity Focused Ultrasound (LOFU)-mediated Acoustic Immune Priming and Ablative Radiation Therapy for in situ Tumor Vaccines.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-51332-4,,"Focal ablative therapies have been primarily used for local tumor ablation. However, they often fail to impact systemic disease. Here we propose the use of low intensity focused ultrasound (LOFU), a noninvasive, nontoxic, conformal therapy, to deliver acoustic stress to the tumor for immune priming. We demonstrate that LOFU significantly induces expression and cell surface localization of heat shock proteins in murine breast (4T1) and prostate adenocarcinoma (TPSA23) cancer cell lines. In vivo LOFU followed by ablative radiation therapy (RT) results in primary tumor cure, upregulation of a cytotoxic immune response and induction of immunological memory by inhibiting secondary tumor growth upon re-challenge with tumor cells. We, therefore, describe a regimen of a combination therapy with noninvasive, acoustic immune priming and ablative radiation therapy to generate an in situ tumor vaccine, induce CD8+ T cells against tumor-associated antigens and provide a viable oncologic treatment option for solid tumors.",2019-10,2022-08-17 14:54:58,2022-08-18 23:53:12,,15516,1,9,,,eng,,,Number: 1 PMID: 31664044,,ResearchArticle; Metastases; Heterotopic; Prostate; ELISA; Flank; FlowCytometry; FUS-alone; Preclinical; PrimaryTumor; Proteomics; FUS-Hyperthermia; Adenocarcinoma; qRT-PCR; LoFu; LOFU; 4T1; Breast; ClonogenicAssay; CytotoxicityAssay; FUS-RT; InVitro; metastases; Radiotherapy; RT; TPSA23,Low Intensity Focused Ultrasound,"Adenocarcinoma, Breast Cancer, Carcinoma",Adenocarcinoma
H83QYB4Z,journalArticle,2019,"Skalina, Karin A; Singh, Saurabh; Chavez, Claudia Gutierrez; Macian, Fernando; Guha, Chandan",Low Intensity Focused Ultrasound (LOFU)-mediated Acoustic Immune Priming and Ablative Radiation Therapy for in situ Tumor Vaccines.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-51332-4,,"Focal ablative therapies have been primarily used for local tumor ablation. However, they often fail to impact systemic disease. Here we propose the use of low intensity focused ultrasound (LOFU), a noninvasive, nontoxic, conformal therapy, to deliver acoustic stress to the tumor for immune priming. We demonstrate that LOFU significantly induces expression and cell surface localization of heat shock proteins in murine breast (4T1) and prostate adenocarcinoma (TPSA23) cancer cell lines. In vivo LOFU followed by ablative radiation therapy (RT) results in primary tumor cure, upregulation of a cytotoxic immune response and induction of immunological memory by inhibiting secondary tumor growth upon re-challenge with tumor cells. We, therefore, describe a regimen of a combination therapy with noninvasive, acoustic immune priming and ablative radiation therapy to generate an in situ tumor vaccine, induce CD8+ T cells against tumor-associated antigens and provide a viable oncologic treatment option for solid tumors.",2019-10,2022-08-17 14:54:58,2022-08-18 23:53:12,,15516,1,9,,,eng,,,Number: 1 PMID: 31664044,,ResearchArticle; Metastases; Heterotopic; Prostate; ELISA; Flank; FlowCytometry; FUS-alone; Preclinical; PrimaryTumor; Proteomics; FUS-Hyperthermia; Adenocarcinoma; qRT-PCR; LoFu; LOFU; 4T1; Breast; ClonogenicAssay; CytotoxicityAssay; FUS-RT; InVitro; metastases; Radiotherapy; RT; TPSA23,Low Intensity Focused Ultrasound,"Adenocarcinoma, Breast Cancer, Carcinoma",Breast Cancer
H83QYB4Z,journalArticle,2019,"Skalina, Karin A; Singh, Saurabh; Chavez, Claudia Gutierrez; Macian, Fernando; Guha, Chandan",Low Intensity Focused Ultrasound (LOFU)-mediated Acoustic Immune Priming and Ablative Radiation Therapy for in situ Tumor Vaccines.,Scientific reports,2045-2322 (ELECTRONIC),10.1038/s41598-019-51332-4,,"Focal ablative therapies have been primarily used for local tumor ablation. However, they often fail to impact systemic disease. Here we propose the use of low intensity focused ultrasound (LOFU), a noninvasive, nontoxic, conformal therapy, to deliver acoustic stress to the tumor for immune priming. We demonstrate that LOFU significantly induces expression and cell surface localization of heat shock proteins in murine breast (4T1) and prostate adenocarcinoma (TPSA23) cancer cell lines. In vivo LOFU followed by ablative radiation therapy (RT) results in primary tumor cure, upregulation of a cytotoxic immune response and induction of immunological memory by inhibiting secondary tumor growth upon re-challenge with tumor cells. We, therefore, describe a regimen of a combination therapy with noninvasive, acoustic immune priming and ablative radiation therapy to generate an in situ tumor vaccine, induce CD8+ T cells against tumor-associated antigens and provide a viable oncologic treatment option for solid tumors.",2019-10,2022-08-17 14:54:58,2022-08-18 23:53:12,,15516,1,9,,,eng,,,Number: 1 PMID: 31664044,,ResearchArticle; Metastases; Heterotopic; Prostate; ELISA; Flank; FlowCytometry; FUS-alone; Preclinical; PrimaryTumor; Proteomics; FUS-Hyperthermia; Adenocarcinoma; qRT-PCR; LoFu; LOFU; 4T1; Breast; ClonogenicAssay; CytotoxicityAssay; FUS-RT; InVitro; metastases; Radiotherapy; RT; TPSA23,Low Intensity Focused Ultrasound,"Adenocarcinoma, Breast Cancer, Carcinoma",Carcinoma
6H6U5P2P,journalArticle,2015,"Korkusuz, H; Sennert, M; Fehre, N; Happel, C; Grunwald, F","Localized Thyroid Tissue Ablation by High Intensity Focused Ultrasound: Volume Reduction, Effects on Thyroid Function and Immune Response.",RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,1438-9010 (ELECTRONIC),10.1055/s-0035-1553348,,"PURPOSE: The aim of this study was to assess the effectiveness of high intensity focused ultrasound (HIFU) in reducing thyroid nodule volume while preserving thyroid function as measured by immunological response. MATERIALS AND METHODS: 12 patients (9 females) whose average age was 56.9 years (37 - 81) were treated with HIFU in an ambulatory setting. All patients had a single benign thyroid nodule treated in one HIFU session. The median nodular outline volume (NOV) was 3.4 ml (range 0.6 - 5.0 ml). The therapeutic ultrasound probe (Echopulse((R)) THC900 888-H) used works with a frequency of 3 MHz, reaching temperatures of 80 - 90 degrees C and a mean output between 87.6 and 192.8 W. To assess possible effects of HIFU on thyroid function, serum levels of triiodothyronine (T3), thyroxine (T4), thyrotropin (TSH), thyroglobulin (hTg) and antibodies against thyroglobulin (TAbs), thyrotropin receptors (TRAbs) and thyroid peroxidase (TPOAbs) were measured at enrollment, 24-hours post-HIFU treatment and at 3-month follow-up.Pre- post thyroglobulin reduction was measured to evaluate the success of ablation and the nodular outline volume (NOV) was evaluated at baseline and the 3-month follow-up to assess effectiveness. RESULTS: All measured hormone levels were within normal ranges and remained stable (p \textgreater 0.05). No clinically meaningful immune reaction was induced (p \textgreater 0.05). Thyroglobulin serum levels increased significantly at 24 hours after ablation (p \textless 0.05) and decreased significantly at the 3-month follow-up (p \textless 0.05), returning to pre-ablative levels. The median reduction in nodular outline volume (NOV) was 55 % (p \textless 0.05). CONCLUSION: HIFU is a safe and effective alternative for treating benign thyroid nodules, while preserving thyroid function. Further investigations with multiple treatments should be conducted to evaluate whether additional treatments can achieve greater volume reduction.",2015-11,2022-08-17 14:54:58,2022-08-18 23:51:26,,1011–1015,11,187,,,eng,,,Number: 11 PMID: 26200565,,ResearchArticle; Humans; HIFU; Female; Male; Aged; Adult; Middle Aged; FUS-alone; Proteomics; High-Intensity Focused Ultrasound Ablation; immunology; 80 and over; Ambulatory Care; Autoantibodies; blood; ClinicalTrial; Follow-Up Studies; FUS-ThermalAblation; instrumentation; methods; Receptors; therapy; Throidnormal; Thyroglobulin; Thyroid; Thyroid Function Tests; Thyroid Hormones; ThyroidNodule; Thyrotropin,FUS-alone,,
6H6U5P2P,journalArticle,2015,"Korkusuz, H; Sennert, M; Fehre, N; Happel, C; Grunwald, F","Localized Thyroid Tissue Ablation by High Intensity Focused Ultrasound: Volume Reduction, Effects on Thyroid Function and Immune Response.",RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,1438-9010 (ELECTRONIC),10.1055/s-0035-1553348,,"PURPOSE: The aim of this study was to assess the effectiveness of high intensity focused ultrasound (HIFU) in reducing thyroid nodule volume while preserving thyroid function as measured by immunological response. MATERIALS AND METHODS: 12 patients (9 females) whose average age was 56.9 years (37 - 81) were treated with HIFU in an ambulatory setting. All patients had a single benign thyroid nodule treated in one HIFU session. The median nodular outline volume (NOV) was 3.4 ml (range 0.6 - 5.0 ml). The therapeutic ultrasound probe (Echopulse((R)) THC900 888-H) used works with a frequency of 3 MHz, reaching temperatures of 80 - 90 degrees C and a mean output between 87.6 and 192.8 W. To assess possible effects of HIFU on thyroid function, serum levels of triiodothyronine (T3), thyroxine (T4), thyrotropin (TSH), thyroglobulin (hTg) and antibodies against thyroglobulin (TAbs), thyrotropin receptors (TRAbs) and thyroid peroxidase (TPOAbs) were measured at enrollment, 24-hours post-HIFU treatment and at 3-month follow-up.Pre- post thyroglobulin reduction was measured to evaluate the success of ablation and the nodular outline volume (NOV) was evaluated at baseline and the 3-month follow-up to assess effectiveness. RESULTS: All measured hormone levels were within normal ranges and remained stable (p \textgreater 0.05). No clinically meaningful immune reaction was induced (p \textgreater 0.05). Thyroglobulin serum levels increased significantly at 24 hours after ablation (p \textless 0.05) and decreased significantly at the 3-month follow-up (p \textless 0.05), returning to pre-ablative levels. The median reduction in nodular outline volume (NOV) was 55 % (p \textless 0.05). CONCLUSION: HIFU is a safe and effective alternative for treating benign thyroid nodules, while preserving thyroid function. Further investigations with multiple treatments should be conducted to evaluate whether additional treatments can achieve greater volume reduction.",2015-11,2022-08-17 14:54:58,2022-08-18 23:51:26,,1011–1015,11,187,,,eng,,,Number: 11 PMID: 26200565,,ResearchArticle; Humans; HIFU; Female; Male; Aged; Adult; Middle Aged; FUS-alone; Proteomics; High-Intensity Focused Ultrasound Ablation; immunology; 80 and over; Ambulatory Care; Autoantibodies; blood; ClinicalTrial; Follow-Up Studies; FUS-ThermalAblation; instrumentation; methods; Receptors; therapy; Throidnormal; Thyroglobulin; Thyroid; Thyroid Function Tests; Thyroid Hormones; ThyroidNodule; Thyrotropin,High Intensity Focused Ultrasound,,
6H6U5P2P,journalArticle,2015,"Korkusuz, H; Sennert, M; Fehre, N; Happel, C; Grunwald, F","Localized Thyroid Tissue Ablation by High Intensity Focused Ultrasound: Volume Reduction, Effects on Thyroid Function and Immune Response.",RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,1438-9010 (ELECTRONIC),10.1055/s-0035-1553348,,"PURPOSE: The aim of this study was to assess the effectiveness of high intensity focused ultrasound (HIFU) in reducing thyroid nodule volume while preserving thyroid function as measured by immunological response. MATERIALS AND METHODS: 12 patients (9 females) whose average age was 56.9 years (37 - 81) were treated with HIFU in an ambulatory setting. All patients had a single benign thyroid nodule treated in one HIFU session. The median nodular outline volume (NOV) was 3.4 ml (range 0.6 - 5.0 ml). The therapeutic ultrasound probe (Echopulse((R)) THC900 888-H) used works with a frequency of 3 MHz, reaching temperatures of 80 - 90 degrees C and a mean output between 87.6 and 192.8 W. To assess possible effects of HIFU on thyroid function, serum levels of triiodothyronine (T3), thyroxine (T4), thyrotropin (TSH), thyroglobulin (hTg) and antibodies against thyroglobulin (TAbs), thyrotropin receptors (TRAbs) and thyroid peroxidase (TPOAbs) were measured at enrollment, 24-hours post-HIFU treatment and at 3-month follow-up.Pre- post thyroglobulin reduction was measured to evaluate the success of ablation and the nodular outline volume (NOV) was evaluated at baseline and the 3-month follow-up to assess effectiveness. RESULTS: All measured hormone levels were within normal ranges and remained stable (p \textgreater 0.05). No clinically meaningful immune reaction was induced (p \textgreater 0.05). Thyroglobulin serum levels increased significantly at 24 hours after ablation (p \textless 0.05) and decreased significantly at the 3-month follow-up (p \textless 0.05), returning to pre-ablative levels. The median reduction in nodular outline volume (NOV) was 55 % (p \textless 0.05). CONCLUSION: HIFU is a safe and effective alternative for treating benign thyroid nodules, while preserving thyroid function. Further investigations with multiple treatments should be conducted to evaluate whether additional treatments can achieve greater volume reduction.",2015-11,2022-08-17 14:54:58,2022-08-18 23:51:26,,1011–1015,11,187,,,eng,,,Number: 11 PMID: 26200565,,ResearchArticle; Humans; HIFU; Female; Male; Aged; Adult; Middle Aged; FUS-alone; Proteomics; High-Intensity Focused Ultrasound Ablation; immunology; 80 and over; Ambulatory Care; Autoantibodies; blood; ClinicalTrial; Follow-Up Studies; FUS-ThermalAblation; instrumentation; methods; Receptors; therapy; Throidnormal; Thyroglobulin; Thyroid; Thyroid Function Tests; Thyroid Hormones; ThyroidNodule; Thyrotropin,Microbubbles,,
6H6U5P2P,journalArticle,2015,"Korkusuz, H; Sennert, M; Fehre, N; Happel, C; Grunwald, F","Localized Thyroid Tissue Ablation by High Intensity Focused Ultrasound: Volume Reduction, Effects on Thyroid Function and Immune Response.",RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,1438-9010 (ELECTRONIC),10.1055/s-0035-1553348,,"PURPOSE: The aim of this study was to assess the effectiveness of high intensity focused ultrasound (HIFU) in reducing thyroid nodule volume while preserving thyroid function as measured by immunological response. MATERIALS AND METHODS: 12 patients (9 females) whose average age was 56.9 years (37 - 81) were treated with HIFU in an ambulatory setting. All patients had a single benign thyroid nodule treated in one HIFU session. The median nodular outline volume (NOV) was 3.4 ml (range 0.6 - 5.0 ml). The therapeutic ultrasound probe (Echopulse((R)) THC900 888-H) used works with a frequency of 3 MHz, reaching temperatures of 80 - 90 degrees C and a mean output between 87.6 and 192.8 W. To assess possible effects of HIFU on thyroid function, serum levels of triiodothyronine (T3), thyroxine (T4), thyrotropin (TSH), thyroglobulin (hTg) and antibodies against thyroglobulin (TAbs), thyrotropin receptors (TRAbs) and thyroid peroxidase (TPOAbs) were measured at enrollment, 24-hours post-HIFU treatment and at 3-month follow-up.Pre- post thyroglobulin reduction was measured to evaluate the success of ablation and the nodular outline volume (NOV) was evaluated at baseline and the 3-month follow-up to assess effectiveness. RESULTS: All measured hormone levels were within normal ranges and remained stable (p \textgreater 0.05). No clinically meaningful immune reaction was induced (p \textgreater 0.05). Thyroglobulin serum levels increased significantly at 24 hours after ablation (p \textless 0.05) and decreased significantly at the 3-month follow-up (p \textless 0.05), returning to pre-ablative levels. The median reduction in nodular outline volume (NOV) was 55 % (p \textless 0.05). CONCLUSION: HIFU is a safe and effective alternative for treating benign thyroid nodules, while preserving thyroid function. Further investigations with multiple treatments should be conducted to evaluate whether additional treatments can achieve greater volume reduction.",2015-11,2022-08-17 14:54:58,2022-08-18 23:51:26,,1011–1015,11,187,,,eng,,,Number: 11 PMID: 26200565,,ResearchArticle; Humans; HIFU; Female; Male; Aged; Adult; Middle Aged; FUS-alone; Proteomics; High-Intensity Focused Ultrasound Ablation; immunology; 80 and over; Ambulatory Care; Autoantibodies; blood; ClinicalTrial; Follow-Up Studies; FUS-ThermalAblation; instrumentation; methods; Receptors; therapy; Throidnormal; Thyroglobulin; Thyroid; Thyroid Function Tests; Thyroid Hormones; ThyroidNodule; Thyrotropin,Thermal Ablation,,
VLJYF5X5,journalArticle,2007,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Sankin, Georgy N; Pua, Eric C; Morse, Michael A; Lyerly, H Kim; Clay, Timothy M; Zhong, Pei",Investigation of HIFU-induced anti-tumor immunity in a murine tumor model.,Journal of translational medicine,1479-5876 (ELECTRONIC),10.1186/1479-5876-5-34,,"BACKGROUND: High intensity focused ultrasound (HIFU) is an emerging non-invasive treatment modality for localized treatment of cancers. While current clinical strategies employ HIFU exclusively for thermal ablation of the target sites, biological responses associated with both thermal and mechanical damage from focused ultrasound have not been thoroughly investigated. In particular, endogenous danger signals from HIFU-damaged tumor cells may trigger the activation of dendritic cells. This response may play a critical role in a HIFU-elicited anti-tumor immune response which can be harnessed for more effective treatment. METHODS: Mice bearing MC-38 colon adenocarcinoma tumors were treated with thermal and mechanical HIFU exposure settings in order to independently observe HIFU-induced effects on the host's immunological response. In vivo dendritic cell activity was assessed along with the host's response to challenge tumor growth. RESULTS: Thermal and mechanical HIFU were found to increase CD11c+ cells 3.1-fold and 4-fold, respectively, as compared to 1.5-fold observed for DC injection alone. In addition, thermal and mechanical HIFU increased CFSE+ DC accumulation in draining lymph nodes 5-fold and 10-fold, respectively. Moreover, focused ultrasound treatments not only caused a reduction in the growth of primary tumors, with tumor volume decreasing by 85% for thermal HIFU and 43% for mechanical HIFU, but they also provided protection against subcutaneous tumor re-challenge. Further immunological assays confirmed an enhanced CTL activity and increased tumor-specific IFN-gamma-secreting cells in the mice treated by focused ultrasound, with cytotoxicity induced by mechanical HIFU reaching as high as 27% at a 10:1 effector:target ratio. CONCLUSION: These studies present initial encouraging results confirming that focused ultrasound treatment can elicit a systemic anti-tumor immune response, and they suggest that this immunity is closely related to dendritic cell activation. Because DC activation was more pronounced when tumor cells were mechanically lysed by focused ultrasound treatment, mechanical HIFU in particular may be employed as a potential strategy in combination with subsequent thermal ablations for increasing the efficacy of HIFU cancer treatment by enhancing the host's anti-tumor immunity.",2007-07,2022-08-17 14:54:58,2022-08-18 23:49:31,,34,,5,,,eng,,,PMID: 17625013,,Primary; ResearchArticle; IHC; Histotripsy; Heterotopic; Mechanical; HIFU; Ultrasonography; Animals; Mice; Female; Temperature; Dendritic Cells; Cell Death; FlowCytometry; FUS-alone; Preclinical; Adenocarcinoma; Animal; Cell Proliferation; Dendritic Cells: immunology; Disease Models; ELISpot; High-Intensity Focused Ultrasound Ablation; Hindlimb; Immunity; Immunity: immunology; Inbred C57BL; Lymph Nodes; Lymph Nodes: immunology; Pulsed-FUS; Colon; diagnostic imaging; immunology; Neoplasms; pathology; FUS-ThermalAblation; methods; Cell Movement; ColonAdenocarcinoma; CTL; CytokineAssay; DC; Dendritic Cells: pathology; High-Intensity Focused Ultrasound Ablation: method; Lymph Nodes: pathology; MC38; mechanical; Mechanical-FUS; Neoplasms: immunology; Neoplasms: ultrasonography,FUS-alone,"Adenocarcinoma, Carcinoma",Adenocarcinoma
VLJYF5X5,journalArticle,2007,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Sankin, Georgy N; Pua, Eric C; Morse, Michael A; Lyerly, H Kim; Clay, Timothy M; Zhong, Pei",Investigation of HIFU-induced anti-tumor immunity in a murine tumor model.,Journal of translational medicine,1479-5876 (ELECTRONIC),10.1186/1479-5876-5-34,,"BACKGROUND: High intensity focused ultrasound (HIFU) is an emerging non-invasive treatment modality for localized treatment of cancers. While current clinical strategies employ HIFU exclusively for thermal ablation of the target sites, biological responses associated with both thermal and mechanical damage from focused ultrasound have not been thoroughly investigated. In particular, endogenous danger signals from HIFU-damaged tumor cells may trigger the activation of dendritic cells. This response may play a critical role in a HIFU-elicited anti-tumor immune response which can be harnessed for more effective treatment. METHODS: Mice bearing MC-38 colon adenocarcinoma tumors were treated with thermal and mechanical HIFU exposure settings in order to independently observe HIFU-induced effects on the host's immunological response. In vivo dendritic cell activity was assessed along with the host's response to challenge tumor growth. RESULTS: Thermal and mechanical HIFU were found to increase CD11c+ cells 3.1-fold and 4-fold, respectively, as compared to 1.5-fold observed for DC injection alone. In addition, thermal and mechanical HIFU increased CFSE+ DC accumulation in draining lymph nodes 5-fold and 10-fold, respectively. Moreover, focused ultrasound treatments not only caused a reduction in the growth of primary tumors, with tumor volume decreasing by 85% for thermal HIFU and 43% for mechanical HIFU, but they also provided protection against subcutaneous tumor re-challenge. Further immunological assays confirmed an enhanced CTL activity and increased tumor-specific IFN-gamma-secreting cells in the mice treated by focused ultrasound, with cytotoxicity induced by mechanical HIFU reaching as high as 27% at a 10:1 effector:target ratio. CONCLUSION: These studies present initial encouraging results confirming that focused ultrasound treatment can elicit a systemic anti-tumor immune response, and they suggest that this immunity is closely related to dendritic cell activation. Because DC activation was more pronounced when tumor cells were mechanically lysed by focused ultrasound treatment, mechanical HIFU in particular may be employed as a potential strategy in combination with subsequent thermal ablations for increasing the efficacy of HIFU cancer treatment by enhancing the host's anti-tumor immunity.",2007-07,2022-08-17 14:54:58,2022-08-18 23:49:31,,34,,5,,,eng,,,PMID: 17625013,,Primary; ResearchArticle; IHC; Histotripsy; Heterotopic; Mechanical; HIFU; Ultrasonography; Animals; Mice; Female; Temperature; Dendritic Cells; Cell Death; FlowCytometry; FUS-alone; Preclinical; Adenocarcinoma; Animal; Cell Proliferation; Dendritic Cells: immunology; Disease Models; ELISpot; High-Intensity Focused Ultrasound Ablation; Hindlimb; Immunity; Immunity: immunology; Inbred C57BL; Lymph Nodes; Lymph Nodes: immunology; Pulsed-FUS; Colon; diagnostic imaging; immunology; Neoplasms; pathology; FUS-ThermalAblation; methods; Cell Movement; ColonAdenocarcinoma; CTL; CytokineAssay; DC; Dendritic Cells: pathology; High-Intensity Focused Ultrasound Ablation: method; Lymph Nodes: pathology; MC38; mechanical; Mechanical-FUS; Neoplasms: immunology; Neoplasms: ultrasonography,FUS-alone,"Adenocarcinoma, Carcinoma",Carcinoma
VLJYF5X5,journalArticle,2007,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Sankin, Georgy N; Pua, Eric C; Morse, Michael A; Lyerly, H Kim; Clay, Timothy M; Zhong, Pei",Investigation of HIFU-induced anti-tumor immunity in a murine tumor model.,Journal of translational medicine,1479-5876 (ELECTRONIC),10.1186/1479-5876-5-34,,"BACKGROUND: High intensity focused ultrasound (HIFU) is an emerging non-invasive treatment modality for localized treatment of cancers. While current clinical strategies employ HIFU exclusively for thermal ablation of the target sites, biological responses associated with both thermal and mechanical damage from focused ultrasound have not been thoroughly investigated. In particular, endogenous danger signals from HIFU-damaged tumor cells may trigger the activation of dendritic cells. This response may play a critical role in a HIFU-elicited anti-tumor immune response which can be harnessed for more effective treatment. METHODS: Mice bearing MC-38 colon adenocarcinoma tumors were treated with thermal and mechanical HIFU exposure settings in order to independently observe HIFU-induced effects on the host's immunological response. In vivo dendritic cell activity was assessed along with the host's response to challenge tumor growth. RESULTS: Thermal and mechanical HIFU were found to increase CD11c+ cells 3.1-fold and 4-fold, respectively, as compared to 1.5-fold observed for DC injection alone. In addition, thermal and mechanical HIFU increased CFSE+ DC accumulation in draining lymph nodes 5-fold and 10-fold, respectively. Moreover, focused ultrasound treatments not only caused a reduction in the growth of primary tumors, with tumor volume decreasing by 85% for thermal HIFU and 43% for mechanical HIFU, but they also provided protection against subcutaneous tumor re-challenge. Further immunological assays confirmed an enhanced CTL activity and increased tumor-specific IFN-gamma-secreting cells in the mice treated by focused ultrasound, with cytotoxicity induced by mechanical HIFU reaching as high as 27% at a 10:1 effector:target ratio. CONCLUSION: These studies present initial encouraging results confirming that focused ultrasound treatment can elicit a systemic anti-tumor immune response, and they suggest that this immunity is closely related to dendritic cell activation. Because DC activation was more pronounced when tumor cells were mechanically lysed by focused ultrasound treatment, mechanical HIFU in particular may be employed as a potential strategy in combination with subsequent thermal ablations for increasing the efficacy of HIFU cancer treatment by enhancing the host's anti-tumor immunity.",2007-07,2022-08-17 14:54:58,2022-08-18 23:49:31,,34,,5,,,eng,,,PMID: 17625013,,Primary; ResearchArticle; IHC; Histotripsy; Heterotopic; Mechanical; HIFU; Ultrasonography; Animals; Mice; Female; Temperature; Dendritic Cells; Cell Death; FlowCytometry; FUS-alone; Preclinical; Adenocarcinoma; Animal; Cell Proliferation; Dendritic Cells: immunology; Disease Models; ELISpot; High-Intensity Focused Ultrasound Ablation; Hindlimb; Immunity; Immunity: immunology; Inbred C57BL; Lymph Nodes; Lymph Nodes: immunology; Pulsed-FUS; Colon; diagnostic imaging; immunology; Neoplasms; pathology; FUS-ThermalAblation; methods; Cell Movement; ColonAdenocarcinoma; CTL; CytokineAssay; DC; Dendritic Cells: pathology; High-Intensity Focused Ultrasound Ablation: method; Lymph Nodes: pathology; MC38; mechanical; Mechanical-FUS; Neoplasms: immunology; Neoplasms: ultrasonography,High Intensity Focused Ultrasound,"Adenocarcinoma, Carcinoma",Adenocarcinoma
VLJYF5X5,journalArticle,2007,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Sankin, Georgy N; Pua, Eric C; Morse, Michael A; Lyerly, H Kim; Clay, Timothy M; Zhong, Pei",Investigation of HIFU-induced anti-tumor immunity in a murine tumor model.,Journal of translational medicine,1479-5876 (ELECTRONIC),10.1186/1479-5876-5-34,,"BACKGROUND: High intensity focused ultrasound (HIFU) is an emerging non-invasive treatment modality for localized treatment of cancers. While current clinical strategies employ HIFU exclusively for thermal ablation of the target sites, biological responses associated with both thermal and mechanical damage from focused ultrasound have not been thoroughly investigated. In particular, endogenous danger signals from HIFU-damaged tumor cells may trigger the activation of dendritic cells. This response may play a critical role in a HIFU-elicited anti-tumor immune response which can be harnessed for more effective treatment. METHODS: Mice bearing MC-38 colon adenocarcinoma tumors were treated with thermal and mechanical HIFU exposure settings in order to independently observe HIFU-induced effects on the host's immunological response. In vivo dendritic cell activity was assessed along with the host's response to challenge tumor growth. RESULTS: Thermal and mechanical HIFU were found to increase CD11c+ cells 3.1-fold and 4-fold, respectively, as compared to 1.5-fold observed for DC injection alone. In addition, thermal and mechanical HIFU increased CFSE+ DC accumulation in draining lymph nodes 5-fold and 10-fold, respectively. Moreover, focused ultrasound treatments not only caused a reduction in the growth of primary tumors, with tumor volume decreasing by 85% for thermal HIFU and 43% for mechanical HIFU, but they also provided protection against subcutaneous tumor re-challenge. Further immunological assays confirmed an enhanced CTL activity and increased tumor-specific IFN-gamma-secreting cells in the mice treated by focused ultrasound, with cytotoxicity induced by mechanical HIFU reaching as high as 27% at a 10:1 effector:target ratio. CONCLUSION: These studies present initial encouraging results confirming that focused ultrasound treatment can elicit a systemic anti-tumor immune response, and they suggest that this immunity is closely related to dendritic cell activation. Because DC activation was more pronounced when tumor cells were mechanically lysed by focused ultrasound treatment, mechanical HIFU in particular may be employed as a potential strategy in combination with subsequent thermal ablations for increasing the efficacy of HIFU cancer treatment by enhancing the host's anti-tumor immunity.",2007-07,2022-08-17 14:54:58,2022-08-18 23:49:31,,34,,5,,,eng,,,PMID: 17625013,,Primary; ResearchArticle; IHC; Histotripsy; Heterotopic; Mechanical; HIFU; Ultrasonography; Animals; Mice; Female; Temperature; Dendritic Cells; Cell Death; FlowCytometry; FUS-alone; Preclinical; Adenocarcinoma; Animal; Cell Proliferation; Dendritic Cells: immunology; Disease Models; ELISpot; High-Intensity Focused Ultrasound Ablation; Hindlimb; Immunity; Immunity: immunology; Inbred C57BL; Lymph Nodes; Lymph Nodes: immunology; Pulsed-FUS; Colon; diagnostic imaging; immunology; Neoplasms; pathology; FUS-ThermalAblation; methods; Cell Movement; ColonAdenocarcinoma; CTL; CytokineAssay; DC; Dendritic Cells: pathology; High-Intensity Focused Ultrasound Ablation: method; Lymph Nodes: pathology; MC38; mechanical; Mechanical-FUS; Neoplasms: immunology; Neoplasms: ultrasonography,High Intensity Focused Ultrasound,"Adenocarcinoma, Carcinoma",Carcinoma
